image,labels
3250541918006-maille-mayonnaise-fine-qualite-traiteur-maille.jpg,"[mid: ""/m/0gtdm""
description: ""condiment""
score: 0.728670299053
topicality: 0.728670299053
, mid: ""/m/02w08""
description: ""flavor""
score: 0.629508495331
topicality: 0.629508495331
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.569193959236
topicality: 0.569193959236
]"
3263859422813-oeufs-dates-du-jour-de-ponte-x-6-calibre-gros-leader-price.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.882621586323
topicality: 0.882621586323
, mid: ""/m/036qh8""
description: ""produce""
score: 0.784922897816
topicality: 0.784922897816
, mid: ""/m/02xwb""
description: ""fruit""
score: 0.74748647213
topicality: 0.74748647213
, mid: ""/m/01jwgf""
description: ""product""
score: 0.667920708656
topicality: 0.667920708656
, mid: ""/m/0f7gf""
description: ""citric acid""
score: 0.571005165577
topicality: 0.571005165577
]"
3270160159208-4-saucisses-de-toulouse-surgelees-picard.jpg,"[mid: ""/m/0kdzn""
description: ""sausage""
score: 0.96875077486
topicality: 0.96875077486
, mid: ""/m/01xg0j""
description: ""breakfast sausage""
score: 0.929248929024
topicality: 0.929248929024
, mid: ""/m/06r6q5""
description: ""thuringian sausage""
score: 0.868397176266
topicality: 0.868397176266
, mid: ""/m/079yjd""
description: ""knackwurst""
score: 0.845637261868
topicality: 0.845637261868
, mid: ""/m/01gxnj""
description: ""bratwurst""
score: 0.837799429893
topicality: 0.837799429893
, mid: ""/m/09z27p""
description: ""italian sausage""
score: 0.788421928883
topicality: 0.788421928883
, mid: ""/m/01sn4c""
description: ""kielbasa""
score: 0.768190920353
topicality: 0.768190920353
, mid: ""/m/01xg7s""
description: ""chorizo""
score: 0.736392080784
topicality: 0.736392080784
, mid: ""/m/04scj""
description: ""meat""
score: 0.731668770313
topicality: 0.731668770313
, mid: ""/m/03qnfyd""
description: ""animal source foods""
score: 0.669330537319
topicality: 0.669330537319
]"
3256221011432-chips-nature-a-l-ancienne-u.jpg,"[mid: ""/m/0h55b""
description: ""junk food""
score: 0.956836163998
topicality: 0.956836163998
, mid: ""/m/02wbm""
description: ""food""
score: 0.907697916031
topicality: 0.907697916031
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.780671775341
topicality: 0.780671775341
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.763627231121
topicality: 0.763627231121
, mid: ""/m/066sg""
description: ""potato chip""
score: 0.74846881628
topicality: 0.74846881628
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.669699251652
topicality: 0.669699251652
, mid: ""/m/025t_hl""
description: ""totopo""
score: 0.664447724819
topicality: 0.664447724819
, mid: ""/m/02w08""
description: ""flavor""
score: 0.649412095547
topicality: 0.649412095547
, mid: ""/m/07l8p5""
description: ""side dish""
score: 0.635920643806
topicality: 0.635920643806
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.620202958584
topicality: 0.620202958584
]"
3263859444723-jambon-superieur-4-tranches-leader-price.jpg,"[mid: ""/m/01fklc""
description: ""pink""
score: 0.912511706352
topicality: 0.912511706352
, mid: ""/m/01jwgf""
description: ""product""
score: 0.845952570438
topicality: 0.845952570438
, mid: ""/m/016q19""
description: ""petal""
score: 0.529797196388
topicality: 0.529797196388
]"
3250391737130-petit-beurre-avec-tablette-de-chocolat-noir-bio-chabrior-chabrior-selection-intermarche.jpg,"[mid: ""/m/020vl""
description: ""chocolate""
score: 0.850921869278
topicality: 0.850921869278
, mid: ""/m/0pmlq""
description: ""chocolate bar""
score: 0.804601490498
topicality: 0.804601490498
, mid: ""/m/02n3pb""
description: ""product""
score: 0.784964203835
topicality: 0.784964203835
, mid: ""/m/0c5yy""
description: ""confectionery""
score: 0.714184463024
topicality: 0.714184463024
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.665315151215
topicality: 0.665315151215
, mid: ""/m/01j0r5""
description: ""praline""
score: 0.658771932125
topicality: 0.658771932125
, mid: ""/m/03cn12g""
description: ""dominostein""
score: 0.635658621788
topicality: 0.635658621788
, mid: ""/m/02wbm""
description: ""food""
score: 0.587182044983
topicality: 0.587182044983
, mid: ""/m/01jwgf""
description: ""product""
score: 0.573592483997
topicality: 0.573592483997
, mid: ""/m/05wgwh""
description: ""sweetness""
score: 0.550903260708
topicality: 0.550903260708
]"
3256540035621-pains-au-chocolat-x-8-au-levain-360-g-brioche-pasquier-brioche-pasquier-pasquier.jpg,"[mid: ""/m/0h55b""
description: ""junk food""
score: 0.822369098663
topicality: 0.822369098663
, mid: ""/m/02n3pb""
description: ""product""
score: 0.791900932789
topicality: 0.791900932789
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.743360877037
topicality: 0.743360877037
, mid: ""/m/02w08""
description: ""flavor""
score: 0.641325354576
topicality: 0.641325354576
, mid: ""/m/02wbm""
description: ""food""
score: 0.53906339407
topicality: 0.53906339407
]"
3254560127234-coeur-de-mie-extra-moelleux-nature-auchan.jpg,"[mid: ""/m/019t6d""
description: ""animal fat""
score: 0.690455019474
topicality: 0.690455019474
, mid: ""/m/02kg_6""
description: ""processed cheese""
score: 0.676544487476
topicality: 0.676544487476
, mid: ""/m/070rx""
description: ""spam""
score: 0.631303369999
topicality: 0.631303369999
, mid: ""/m/01nkt""
description: ""cheese""
score: 0.616710722446
topicality: 0.616710722446
, mid: ""/m/02w08""
description: ""flavor""
score: 0.57842361927
topicality: 0.57842361927
, mid: ""/m/01_bhs""
description: ""fast food""
score: 0.519483923912
topicality: 0.519483923912
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.513314962387
topicality: 0.513314962387
, mid: ""/m/0hz4q""
description: ""breakfast""
score: 0.511049985886
topicality: 0.511049985886
]"
3261053411206-couscous-royal-poulet-merguez-boulettes-de-viande-garbit.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.789374530315
topicality: 0.789374530315
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.676002144814
topicality: 0.676002144814
, mid: ""/m/01jwgf""
description: ""product""
score: 0.580489873886
topicality: 0.580489873886
, mid: ""/m/02w08""
description: ""flavor""
score: 0.572805702686
topicality: 0.572805702686
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.564233899117
topicality: 0.564233899117
]"
26008202-huile-de-tournesol-buttella.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.80568999052
topicality: 0.80568999052
, mid: ""/m/0bp_wy""
description: ""oil""
score: 0.605337500572
topicality: 0.605337500572
, mid: ""/m/01jwgf""
description: ""product""
score: 0.601883649826
topicality: 0.601883649826
, mid: ""/m/026nvk""
description: ""cooking oil""
score: 0.563417315483
topicality: 0.563417315483
]"
26008233-mayonnaise-a-la-moutarde-de-dijon-morvandelles.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.834143340588
topicality: 0.834143340588
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.715952038765
topicality: 0.715952038765
, mid: ""/m/0284d""
description: ""dairy product""
score: 0.661675274372
topicality: 0.661675274372
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.604618489742
topicality: 0.604618489742
, mid: ""/m/02w08""
description: ""flavor""
score: 0.603549659252
topicality: 0.603549659252
, mid: ""/m/02wbm""
description: ""food""
score: 0.560187697411
topicality: 0.560187697411
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.560130000114
topicality: 0.560130000114
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.534836113453
topicality: 0.534836113453
, mid: ""/m/01jwgf""
description: ""product""
score: 0.509320616722
topicality: 0.509320616722
]"
3270160863631-gnocchis-au-pesto-et-tomates-marinees-picard.jpg,"[mid: ""/m/02q08p0""
description: ""dish""
score: 0.886368155479
topicality: 0.886368155479
, mid: ""/m/02wbm""
description: ""food""
score: 0.786809980869
topicality: 0.786809980869
, mid: ""/m/01ykh""
description: ""cuisine""
score: 0.68461894989
topicality: 0.68461894989
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.611017405987
topicality: 0.611017405987
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.604935050011
topicality: 0.604935050011
, mid: ""/m/04q6ng""
description: ""comfort food""
score: 0.555687725544
topicality: 0.555687725544
, mid: ""/m/07l8p5""
description: ""side dish""
score: 0.531558394432
topicality: 0.531558394432
]"
3270160596973-riz-cuisine-a-l-espagnole-picard.jpg,"[mid: ""/m/01ykh""
description: ""cuisine""
score: 0.853973209858
topicality: 0.853973209858
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.850816905499
topicality: 0.850816905499
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.820629894733
topicality: 0.820629894733
, mid: ""/m/02wbm""
description: ""food""
score: 0.816198527813
topicality: 0.816198527813
, mid: ""/m/021s_r""
description: ""convenience food""
score: 0.675426781178
topicality: 0.675426781178
, mid: ""/m/01q0j8""
description: ""mixture""
score: 0.66697704792
topicality: 0.66697704792
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.665020108223
topicality: 0.665020108223
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.612222969532
topicality: 0.612222969532
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.576988518238
topicality: 0.576988518238
, mid: ""/m/0663v""
description: ""pizza""
score: 0.57331609726
topicality: 0.57331609726
]"
26015071-sardines-a-l-huile-de-tournesol-lot-de-2-boites-les-doris.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.858616113663
topicality: 0.858616113663
, mid: ""/m/02w08""
description: ""flavor""
score: 0.602443814278
topicality: 0.602443814278
, mid: ""/m/01jwgf""
description: ""product""
score: 0.53394639492
topicality: 0.53394639492
]"
30040892-creme-entiere-de-normandie-elle-vire.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.871184170246
topicality: 0.871184170246
, mid: ""/m/05wgwh""
description: ""sweetness""
score: 0.870539546013
topicality: 0.870539546013
, mid: ""/m/01tv9""
description: ""cream""
score: 0.829904854298
topicality: 0.829904854298
, mid: ""/m/047vl80""
description: ""whipped cream""
score: 0.828332006931
topicality: 0.828332006931
, mid: ""/m/0284d""
description: ""dairy product""
score: 0.745485305786
topicality: 0.745485305786
, mid: ""/m/02w08""
description: ""flavor""
score: 0.657093465328
topicality: 0.657093465328
, mid: ""/m/01c5nlx""
description: ""toppings""
score: 0.605234265327
topicality: 0.605234265327
, mid: ""/m/01jwgf""
description: ""product""
score: 0.568964004517
topicality: 0.568964004517
, mid: ""/m/036qh8""
description: ""produce""
score: 0.567577421665
topicality: 0.567577421665
, mid: ""/m/02p2nn""
description: ""cream cheese""
score: 0.521542072296
topicality: 0.521542072296
]"
87108712-mentos-fruit-mentos.jpg,"[mid: ""/m/0jc_p""
description: ""orange""
score: 0.824932456017
topicality: 0.824932456017
, mid: ""/m/02n3pb""
description: ""product""
score: 0.80664396286
topicality: 0.80664396286
, mid: ""/m/02xwb""
description: ""fruit""
score: 0.711338698864
topicality: 0.711338698864
, mid: ""/m/0cyhj_""
description: ""orange""
score: 0.690979599953
topicality: 0.690979599953
, mid: ""/m/02y7l1""
description: ""orange drink""
score: 0.681950747967
topicality: 0.681950747967
, mid: ""/m/036qh8""
description: ""produce""
score: 0.670372188091
topicality: 0.670372188091
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.658160328865
topicality: 0.658160328865
, mid: ""/m/02w08""
description: ""flavor""
score: 0.61315870285
topicality: 0.61315870285
, mid: ""/m/0f7gf""
description: ""citric acid""
score: 0.591213524342
topicality: 0.591213524342
, mid: ""/m/02wbm""
description: ""food""
score: 0.501141905785
topicality: 0.501141905785
]"
3256220280167-lentilles-u-bio-u.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.8631939888
topicality: 0.8631939888
, mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.76972925663
topicality: 0.76972925663
, mid: ""/m/01jwgf""
description: ""product""
score: 0.71854275465
topicality: 0.71854275465
, mid: ""/m/02w08""
description: ""flavor""
score: 0.563020825386
topicality: 0.563020825386
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.55167144537
topicality: 0.55167144537
, mid: ""/m/04jdhxy""
description: ""superfood""
score: 0.51821911335
topicality: 0.51821911335
]"
42120887-pesto-alla-genovese-baresa.jpg,"[mid: ""/m/07_lq""
description: ""vegetarian food""
score: 0.777741253376
topicality: 0.777741253376
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.739768743515
topicality: 0.739768743515
, mid: ""/m/0dwpk""
description: ""seasoning""
score: 0.681402683258
topicality: 0.681402683258
, mid: ""/m/0bpklr5""
description: ""pickled foods""
score: 0.620148479939
topicality: 0.620148479939
, mid: ""/m/02q08p0""
description: ""dish""
score: 0.597177803516
topicality: 0.597177803516
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.594105958939
topicality: 0.594105958939
, mid: ""/m/03h5ms""
description: ""relish""
score: 0.579528450966
topicality: 0.579528450966
, mid: ""/m/0grqz""
description: ""sauces""
score: 0.565208852291
topicality: 0.565208852291
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.516095101833
topicality: 0.516095101833
, mid: ""/m/01bgd_""
description: ""chutney""
score: 0.514637470245
topicality: 0.514637470245
]"
30068834-2-fresh-parfum-menthe-verte-chlorophylle-hollywood.jpg,"[mid: ""/m/038hg""
description: ""green""
score: 0.946359276772
topicality: 0.946359276772
, mid: ""/m/02n3pb""
description: ""product""
score: 0.862176001072
topicality: 0.862176001072
, mid: ""/m/01jwgf""
description: ""product""
score: 0.611056864262
topicality: 0.611056864262
, mid: ""/m/03y18t""
description: ""product design""
score: 0.577191054821
topicality: 0.577191054821
, mid: ""/m/01cd9""
description: ""brand""
score: 0.51722741127
topicality: 0.51722741127
]"
3252755250002-20-madeleines-longues-marbrees-au-chocolat-le-ster-le-patissier-le-ster.jpg,"[mid: ""/m/02w08""
description: ""flavor""
score: 0.638319313526
topicality: 0.638319313526
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.608985960484
topicality: 0.608985960484
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.606102406979
topicality: 0.606102406979
]"
20430733-noir-noisettes-entieres-bellarom.jpg,"[mid: ""/m/07s6nbt""
description: ""text""
score: 0.858421564102
topicality: 0.858421564102
, mid: ""/m/01jwgf""
description: ""product""
score: 0.607101917267
topicality: 0.607101917267
, mid: ""/m/03gq5hm""
description: ""font""
score: 0.562057435513
topicality: 0.562057435513
]"
3270190114055-cookies-chocolat-noisettes-carrefour.jpg,"[mid: ""/m/01ww8y""
description: ""snack""
score: 0.904622733593
topicality: 0.904622733593
, mid: ""/m/03qtd73""
description: ""cookies and crackers""
score: 0.865805447102
topicality: 0.865805447102
, mid: ""/m/052lwg6""
description: ""baked goods""
score: 0.833220362663
topicality: 0.833220362663
, mid: ""/m/021mn""
description: ""cookie""
score: 0.816023468971
topicality: 0.816023468971
, mid: ""/m/02wbm""
description: ""food""
score: 0.71361219883
topicality: 0.71361219883
, mid: ""/m/0bp3f6m""
description: ""fried food""
score: 0.698627233505
topicality: 0.698627233505
, mid: ""/m/0dv34""
description: ""baking""
score: 0.691252589226
topicality: 0.691252589226
, mid: ""/m/01tqs1""
description: ""biscuit""
score: 0.645383477211
topicality: 0.645383477211
, mid: ""/m/02w08""
description: ""flavor""
score: 0.604674756527
topicality: 0.604674756527
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.580439150333
topicality: 0.580439150333
]"
26027104-6-oeufs-frais-bon-et-bio-pondus-en-france-picota.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.841537952423
topicality: 0.841537952423
, mid: ""/m/01jwgf""
description: ""product""
score: 0.694562613964
topicality: 0.694562613964
, mid: ""/m/02w08""
description: ""flavor""
score: 0.537300944328
topicality: 0.537300944328
, mid: ""/m/01cd9""
description: ""brand""
score: 0.512444376945
topicality: 0.512444376945
]"
20437589-spaghetti-cuisson-rapide-combino.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.852398633957
topicality: 0.852398633957
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.767217636108
topicality: 0.767217636108
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.687598526478
topicality: 0.687598526478
, mid: ""/m/01jwgf""
description: ""product""
score: 0.605430006981
topicality: 0.605430006981
, mid: ""/m/02w08""
description: ""flavor""
score: 0.504573523998
topicality: 0.504573523998
]"
3265474528000-isio-4-touche-d-olive-lesieur.jpg,"[mid: ""/m/088fh""
description: ""yellow""
score: 0.950065851212
topicality: 0.950065851212
, mid: ""/m/02n3pb""
description: ""product""
score: 0.790901660919
topicality: 0.790901660919
, mid: ""/m/0271t""
description: ""drink""
score: 0.574613928795
topicality: 0.574613928795
]"
87157635-tomato-ketchup-heinz.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.805742681026
topicality: 0.805742681026
, mid: ""/m/0ht80""
description: ""ketchup""
score: 0.762013316154
topicality: 0.762013316154
, mid: ""/m/0gtdm""
description: ""condiment""
score: 0.740407705307
topicality: 0.740407705307
, mid: ""/m/0grqz""
description: ""sauces""
score: 0.735572457314
topicality: 0.735572457314
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.529455542564
topicality: 0.529455542564
, mid: ""/m/02vr79f""
description: ""fruit preserve""
score: 0.529111802578
topicality: 0.529111802578
]"
20266394-fromage-blanc-nature-0-matiere-grasse-lidl-linessa-envia.jpg,"[mid: ""/m/02n3pb""
description: ""product""
score: 0.828277885914
topicality: 0.828277885914
, mid: ""/m/04tcyk""
description: ""cr\303\250me fra\303\256che""
score: 0.799321234226
topicality: 0.799321234226
, mid: ""/m/0284d""
description: ""dairy product""
score: 0.785567641258
topicality: 0.785567641258
, mid: ""/m/014l8n""
description: ""yogurt""
score: 0.691587209702
topicality: 0.691587209702
, mid: ""/m/02p2nn""
description: ""cream cheese""
score: 0.683584868908
topicality: 0.683584868908
, mid: ""/m/01tv9""
description: ""cream""
score: 0.668351948261
topicality: 0.668351948261
, mid: ""/m/07xgrh""
description: ""ingredient""
score: 0.652837395668
topicality: 0.652837395668
, mid: ""/m/01jwgf""
description: ""product""
score: 0.648420095444
topicality: 0.648420095444
, mid: ""/m/02wbm""
description: ""food""
score: 0.624998033047
topicality: 0.624998033047
, mid: ""/m/02w08""
description: ""flavor""
score: 0.61553889513
topicality: 0.61553889513
]"
3259426021053-le-moelleux-original-ker-cadelac.jpg,"[mid: ""/m/0h55b""
description: ""junk food""
score: 0.799110949039
topicality: 0.799110949039
, mid: ""/m/02n3pb""
description: ""product""
score: 0.779527902603
topicality: 0.779527902603
, mid: ""/m/05wgwh""
description: ""sweetness""
score: 0.742083489895
topicality: 0.742083489895
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.710983872414
topicality: 0.710983872414
, mid: ""/m/02w08""
description: ""flavor""
score: 0.640947282314
topicality: 0.640947282314
]"
3256220264495-4-muffins-au-ble-complet-u.jpg,"[mid: ""/m/02w08""
description: ""flavor""
score: 0.555803656578
topicality: 0.555803656578
, mid: ""/m/02wbm""
description: ""food""
score: 0.509996175766
topicality: 0.509996175766
]"
3268350120770-fourres-fruits-rouge-eclats-de-cassis-le-moulin-du-pivert.jpg,"[mid: ""/m/0dv34""
description: ""baking""
score: 0.694895982742
topicality: 0.694895982742
, mid: ""/m/08tlbj""
description: ""natural foods""
score: 0.65788513422
topicality: 0.65788513422
, mid: ""/m/02w08""
description: ""flavor""
score: 0.646773040295
topicality: 0.646773040295
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.645680546761
topicality: 0.645680546761
, mid: ""/m/02wbm""
description: ""food""
score: 0.602050244808
topicality: 0.602050244808
, mid: ""/m/04jdhxy""
description: ""superfood""
score: 0.559007108212
topicality: 0.559007108212
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.542699158192
topicality: 0.542699158192
]"
3270190026648-amandes-decortiquees-carrefour.jpg,"[mid: ""/m/01ww8y""
description: ""snack""
score: 0.555092453957
topicality: 0.555092453957
, mid: ""/m/0cxp1""
description: ""commodity""
score: 0.526162445545
topicality: 0.526162445545
, mid: ""/m/01jwgf""
description: ""product""
score: 0.521621286869
topicality: 0.521621286869
, mid: ""/m/02w08""
description: ""flavor""
score: 0.513336002827
topicality: 0.513336002827
]"
3263859451417-10-knacks-leader-price-dlp-distribution-leader-price-groupe-casino.jpg,"[mid: ""/m/01jwgf""
description: ""product""
score: 0.665256559849
topicality: 0.665256559849
, mid: ""/m/02w08""
description: ""flavor""
score: 0.600178599358
topicality: 0.600178599358
, mid: ""/m/01ww8y""
description: ""snack""
score: 0.527986049652
topicality: 0.527986049652
]"
3256220110259-petits-pains-grilles-au-ble-complet-u-u.jpg,"[mid: ""/m/01ww8y""
description: ""snack""
score: 0.872946441174
topicality: 0.872946441174
, mid: ""/m/0h55b""
description: ""junk food""
score: 0.783330857754
topicality: 0.783330857754
, mid: ""/m/052lwg6""
description: ""baked goods""
score: 0.730208456516
topicality: 0.730208456516
, mid: ""/m/09728""
description: ""bread""
score: 0.654895722866
topicality: 0.654895722866
, mid: ""/m/02w08""
description: ""flavor""
score: 0.619596421719
topicality: 0.619596421719
, mid: ""/m/02wbm""
description: ""food""
score: 0.586630344391
topicality: 0.586630344391
, mid: ""/m/021s_r""
description: ""convenience food""
score: 0.550717890263
topicality: 0.550717890263
, mid: ""/m/0p57p""
description: ""recipe""
score: 0.502994835377
topicality: 0.502994835377
]"
